title,category
 유럽에서 델타 오미크론이 합쳐진 새 변이가 출현했습니다 ,World
   m의 주거울 펼친 웹 망원경  우주 기원 관측할 제모습 갖춰,World
미  러에 북한 수준 경제재개 경고,World
  코로나   사망자   만 돌파 세계서  번째,World
 이번 세기 내 인간 평균수명    세 넘는다 ,World
글로벌  감자튀김 실종사건  일본 찍고 케냐까지,World
 역대급 방역  펼치던 대만도 오미크론에  휘청   병원 면회 등 중단 ,World
눈 구경 갔다가 벌어진  비극     명 이상 얼어 죽었다 ,World
호주 소송 조코비치 자충수 확진 다음날 노마스크 행사 들통,World
 어딜 비추든 새 지평  웹 망원경 마지막 고비까지  완료 ,World
카자흐스탄  KGB 수장 반역 혐의 체포,World
 톡톡일본      vs     한국과 비교당한 공문서 디지털화,World
 특파원시선  의회난입  년 미국의 현주소는 여전히  분열 ,World
 신장 논란  테슬라 이어 에어비엔비로 확산     매체   정부가 장애물 ,World
 영상 브라질 절벽 무너져 관광보트 덮쳐  명 사망   명 실종,World
비트코인   일 연속 하락  년만에 가장 긴 하락세,World
스웨덴 빅토리아 왕세녀  백신 접종했지만 코로나 다시 걸렸다,World
비트코인 얼마나 더 떨어지나  만 달러가 강력한 지지선,World
 델타 오미크론  델타크론 까지 발견  코로나    이젠 잡종변이까지,World
델타와 오미크론 합친 잡종  델타크론   키프로스서 발견,World
거대한 파도가 집어삼킬 듯 세계최대 두바이 몰에 뜬 해운대  영상 ,World
델타와 오미크론 잡종 발견  델타크론 ,World
  당국자  우크라 지역 군사훈련 미사일배치 제한 협상 용의 ,World
 대만에서 미 중 충돌시  이 이긴다 는   보고서  차이나는 중국 ,World
영국 연초부터 생활비 상승 전망  에너지요금     뛸듯 ,World
 키프로스서 델타 오미크론 합쳐진 잡종변이 나왔다 ,World
영국 코로나   사망자   만명 넘어,World
동계올림픽 개폐회식도 장이머우 연출 유관중 아직 미정,World
 우크라 명운  걸린 한 주 코앞 서방  러시아 침공 막을 수 있을까,World
유튜버 수입  위는 연    억 버는   세 소년 총 수입은 ,World
 CES 결산  팬데믹에도 혁신은 전진한다 경계 무너뜨리고 새 영토로,World
   바이러스의 눈폭풍  하루 확진   만명 병원은 환자에 압도,World
올해 들어 전 세계 하루 평균 확진자  백만 명     일 만에  배 늘어,World
 한류 인기  베트남서 K 제품 흥행   경제 청신호까지 성장세 주목,World
영국 코로나   사망자   만명 넘어 세계  번째,World
 키프로스서 델타 오미크론 결합 잡종변이  델타크론  발견 ,World
 키프로스서 델타   오미크론 합쳐진 잡종 변이  델타크론  발견 ,World
이번 주  우크라 사태  미 러 담판  얄타회담  재연 ,World
 키프로스서 델타 오미크론 합쳐진 잡종변이  델타크론  발견 ,World
