title,category
 오스템 횡령 직원  아버지 숨진채 발견,Social
 후배 폭행  농구선수 기승호  심 실형 선고,Social
정읍시  전 시민에 설 명절 이전  차 재난기본소득 지급,Social
코로나 중환자 병상가동률       일상회복 전 수준으로,Social
안산시   생활안정지원금 지급 반대  시의회에 재고 요청,Social
경찰   뇌물수수 혐의  이강호 인천남동구청장 구속영장 재신청,Social
 살고 싶다   촛불로  HELP  만든 자영업자들,Social
경찰   오스템임플란트 횡령  직원 가족도 수사,Social
더 길고 깊은 여성 개발자의 경력단절  이루다 사태  다신 없을까 ,Social
당진 자매 살해   대 남성  항소심서 사형 구형,Social
윤성근 서울고법 부장판사 암투병 끝 별세  사회적 약자 관심  종합 ,Social
술래잡기하며 튀어나온 초등생  쾅   부모는 합의금 달라더라 ,Social
서울시   파산 위기  우이신설선에     억 지원 사업방식 변경,Social
경북 군위군 대구시 편입 법률안  국회 제출 임박,Social
매일경제가 메타버스서 선보인  가상 기자  제리,Social
오스템 직원의 아버지도 횡령 피의자 전환 경찰 조사 앞두고 실종,Social
미접종자 중증화율  차 접종 완료자의   배,Social
 전복된 차량에서 아이들 손이  시민 구한 군무원들 선행 귀감,Social
 빰에 물집  살 딸  엉터리 치료로 괴사    청원 올라와,Social
 코로나 확진자 급증  목포시  치료 공간 확보 총력,Social
윤성근 서울고법 부장판사 별세 향년   세,Social
 후배 폭행  농구선수 기승호  심 실형 선고,Social
  일 강력 한파에 서울시  동파 경계  발령 올겨울 두 번째,Social
 억짜리 경북도 소하천 제방보수사업   발주부터 입찰까지 온통 의혹 ,Social
경남 한주 만에    명    명  뚝    세 이상  차 접종      ,Social
헤어진 여자친구의 전 남친 폭행한   대 일당 입건,Social
성매매로 돈벌어 재개발조합장 꿰찬  유리방 회장   첫 재판서 혐의 부인,Social
새해부터 새만금에 기업 투자 잇따라,Social
 생일날 아들 이한열 곁으로     영면한 배은심 여사  뉴시스Pic ,Social
전북교육감  교사가 수능 출제해야 교수 기득권 체제 허물어야  종합 ,Social
 오스템 횡령 팀장  가족도 형사입건 공모 여부 조사중,Social
폐지 담은 리어카 끌고 가던   대  신호위반 트럭에 치어 사망,Social
 투잡  매일   시간 일 에쿠스 팔고 모닝 풀할부로 샀다    대 몸짱에게 무슨 일이,Social
통영 수산물 가공공장서 불 인명피해 없어,Social
 자막뉴스  쇠막대기 위협에 현관문 용접까지   한 아파트에서 일어난 일,Social
 화천대유는 최태원 것  주장해 고발당한 전석진 변호사  경찰 출석,Social
한파에  꽁꽁  얼어붙은 강  온라인에서 화제 된 사진  한 장 ,Social
 급여까지 반납했는데  안산시 생활안정지원금 지급 제동,Social
건물 복도서 신체 노출 사진 찍던   대 남성  체포 ,Social
 뇌물수수  혐의 이강호 인천남동구청장 영장 재신청,Social
 이제 한열이 곁에서 편히 쉬세요  배은심 여사 광주 망월묘역서 영면,Social
 미접종시 중증화율   차 접종 보다   배 높아 방역패스 효과 ,Social
 순례자의 섬  신안군 기점소악도  방문객   배 증가,Social
      억대 횡령  직원 아버지 실종   경찰  차량 동선 추적,Social
황재만 시의장  아산시장 출마  아산 동부권 신도시  등 제시,Social
연천 역고드름 인기절정 일제 감정기 폐터널,Social
     엑스포 예정지 예비 타당성 조사 단축  촉구,Social
당진 자매살해   대남  항소심에서도 사형 구형 종합 ,Social
 인당   만원씩 준다는데 태백시  차 재난기본소득 지급 논란,Social
 방역 지표 완화에도 오미크론 우려    거리두기 조정여부   일 발표,Social
법무부  형사사법정보시스템 운용기관에 공수처 추가,Social
대전시장 출마선언 장종태 서구청장  퇴임후 정치행보 본격화,Social
 Pick  골대 아래 학생 세워놓고  농구공 던져라  체육교사 수사,Social
경남 통영 굴 가공공장 불  시간 만에 꺼져,Social
 Pick   불쌍한 척하니까 넘어가던데  법정 밖에서 웃던   대들 실형,Social
경찰  수뢰 혐의 인천 남동구청장 구속영장 재신청,Social
  대 남성의  지팡이 사랑    년간    개씩 만들어 기부,Social
코로나 장기화에 국민  명 중  명  우울 위험    대 가장 위험,Social
제주도  한라산 입장권 판매 금지 요청 ,Social
 인구    명  외딴 섬 기점소악도에 지난해  만    명 다녀갔다,Social
 PD수첩 예고  청년을 위한 나라는 있는가   부 MZ의 집,Social
 단독 서울시  시장 퇴장 조례  재의요구 결정 시의회와 충돌 불가피,Social
선별검사소 검사량 줄어    오미크론 대비 검사는 확대 ,Social
 먹는 치료제  일정 내일 공개     일 거리두기 조정 여부 발표 예정,Social
헤어진 여자친구의 전 남자친구 집단 폭행   대  명 검거,Social
정읍시  전 시민에  인당   만원씩  차 재난기본소득 지급,Social
경남   명 신규 확진 어제 누계   명 종합 ,Social
 멈추세요  경고에도    질주   대 만취 운전자 순찰차  쾅 ,Social
전남서  유흥시설 복지시설 발 감염 지속   명 양성,Social
안산시민  명당  만원 지급 무산되나 의회서 제동,Social
 좀비 영화 흉내  흉기 들고 밤거리 배회한   대 현행범 체포,Social
인권위    예비군 지휘자 선발시 단기복무 장교 응시제한은 인권침해 ,Social
광양시   차 긴급재난생활비   만원씩 지급,Social
잘못 온 문자에 외도 의심 아내 살해한 남편  검찰  징역   년 구형,Social
정경심  대법에 보석 신청 건강 악화 이유,Social
한수원 경주시  월성원전  맥스터 증설  합의 체결,Social
억대 사설 스포츠 토토 도박한   대 여성 벌금    만원,Social
중대본  미접종자 중증화율 훨씬 높아 방역패스 효과 무시 못 해 ,Social
 불법집회 주도  민경욱  첫 재판서 혐의 부인  법률 위헌 ,Social
 말기암 투병  윤성근 서울고법 부장판사 별세,Social
부산관광공사 사장 후보자 인사검증서 경영경험 부족 지적,Social
 단독 서울시  시장 퇴장 조례  재의요구 결정 시의회와 충돌 불가피,Social
탈모약 건보 적용 논란 속  해법 찾은  비만대사수술    유방재건술  살펴보니,Social
서울대 실험실서 화재 발생 인명 피해 없어,Social
 지자체NOW 안동  농어민수당  사실상 무산  지역 간 편차 문제 ,Social
아버지 집에 숨겨놓은 금괴    개 가족 범행공모 가능성 커져,Social
통영 용남면 수산물 가공공장서 불 인명피해 없어,Social
 불법집회 주최  민경욱  재판서 혐의 부인 위헌 주장,Social
방역 호전됐지만 오미크론 변수 새 거리두기   일 발표,Social
탄소배출 상각 크레딧 거래 암호화폐로 투명성 제고,Social
경남   일 오전   명 확진 집단감염 없자 확산세도  잠잠 ,Social
 허위 사실로 명예훼손  사단법인 마을  서울시 상대 손배 소송,Social
