title,category
올 부산 최대 규모  래미안 포레스티지    일부터 청약,Economic
 멸공  정용진 때문에 스벅 안 마신다  기프티콘  사재기  열풍,Economic
광주 아파트 붕괴  외벽 하중 견디는  전이보  문제 ,Economic
연일 최고가 천장 뚫은 해운 운임  HMM 실적 전망도 쨍쨍,Economic
중고차 시장 노리는 대기업  올 상반기엔 숙원 이룰까 ,Economic
IMF도 우려한 신흥국 긴축발작 경제여건 선제대응 따라 차별화,Economic
이재용이 해냈다  삼성  인텔 제치고 반도체 매출  위 등극 ,Economic
코로나 탓  생활고로 퇴직연금 중도인출  사상 최대 ,Economic
HDC현대산업개발 광주 사고 본 전문가들  이 정도 사고면 건물 철거해야 ,Economic
 마이웨이  정용진  NO멸공  반나절만에 번복 결국 뒷수습,Economic
 단독   년전 분양가 그대로 과천서    억 로또 줍줍  나온다,Economic
 포스트 김정태  선출 본격화  이르면   일 첫 회추위,Economic
슈퍼 인플루언서 전략  기업 위기   양날의 검  된 오너 SNS,Economic
세무사시험  세무공무원 출신 특혜 논란    수험생들 집단소송 예고,Economic
 내일 날씨  오늘 보다 더 춥다 전라 제주엔  눈 ,Economic
 멸공   먹튀 에 주가 요동   커지는  CEO 리스크 ,Economic
레벨  자율주행차 달린다는데  기술 검증 어렵고 인프라도 미비 ,Economic
안전 잊고 또 빨리빨리 공사했나 광주 아파트 외벽붕괴  예견된 인재  가능성,Economic
 노동이사제  법안 통과 노동계  환영  VS 재계  우려 ,Economic
구미도 상생형 일자리로     명 고용  양극재   만t 생산  구미형 일자리  첫 삽  ,Economic
올 부산 최대 규모  래미안 포레스티지    일부터 청약,Economic
개미 울린 CEO 돌발행동  주주보호 상법 개정 목소리 확산  증권가 덮친 CEO 리스크 ,Economic
 앵커리포트  사람 몸에서  제대로  뛰는 돼지 심장  장기부족 분수령 ,Economic
 살기 너무 팍팍해   연금 보험 해지해 버티는 사람들,Economic
속절없이 추락하는 가상자산 도대체 왜 ,Economic
전세 사기가 부른 후유증   배우 김광규  뭐든 하겠다고   고통이다 ,Economic
내일  먹는 치료제  계획 발표 거리두기 여부는 금요일,Economic
   잠재성장률        전문가들  힘든 목표  실행 방안부터 제시해야 ,Economic
 ET   오스템 횡령 직원  금괴 추가 압수 외,Economic
 사면초가  카카오뱅크   결국  금융대장주  내줬다,Economic
광주 신축아파트 외벽붕괴 국토부  갱폼 무너지며 외벽 붕괴 추정 ,Economic
작년엔 틀렸던  일시적  인플레이션  올해는 진짜 ,Economic
대기수요는커녕 오히려 줄어든 가계대출  가계대출 숨고르기 ,Economic
미국 긴축공포    비트코인 추락,Economic
 종합  광주서 또 붕괴사고 중대재해법 시행 앞두고 파장 클 듯,Economic
월급         만원 대출 절벽 속 은행권 역대급 성과급 잔치,Economic
조선업계 부활 이끈 LNG선   올해도 너만 믿는다 ,Economic
사라진   캔  만원  맥주 소주 막걸리 등 서민 술값 줄인상,Economic
복합 신통  따로노는  현금청산 자칫하다가는  뒷목  잡는다,Economic
 멸공 그만       삭제 투자자는 좌불안석,Economic
 월 대선 전에 쏟아낸다   월에만 전국서  만가구 분양,Economic
개미 울린 CEO 돌발행동  주주보호 상법 개정 목소리 확산  증권가 덮친 CEO 리스크 ,Economic
 앵커리포트  사람 몸에서  제대로  뛰는 돼지 심장  장기부족 분수령 ,Economic
한정애 환경부 장관  SMR  고준위폐기물 적어   원전은 사회적 합의 필요 ,Economic
 이구순의 느린 걸음  주파수 특혜논쟁 말고  G서비스 경쟁해야,Economic
 ET  커피업계의 테슬라   대체 커피 가 뭐길래,Economic
인텔  신임 CFO로 마이크론 출신 데이비드 진스너 영입,Economic
HDC현대산업개발  학동 참사  개월만 또 재난급 사고 신축 아파트 외벽  와르르 ,Economic
삼성 가전 일냈다    만원짜리   분 만에  완판   영상 ,Economic
 EU  이번주 현대중공업 대우조선해양 합병 불허 발표 ,Economic
믿을 수 없는 기재부    연속  빗나간 추계 ,Economic
이재명의  국민소득  만불  공약 뜯어보니      씩  년 걸린다 ,Economic
국내   번째 백신  되나  내일 노바백스 백신 국내 허가 여부 발표,Economic
신호탄 울린  서울 재건축 정상화    잠실주공 단지 다음은 ,Economic
KB금융  금융주 시총  위  탈환  우리금융 는  년 만에 최고치,Economic
송파 마포 전셋값  억씩 뚝뚝  갱신계약      임대료   이내 올렸다,Economic
 기자의 눈  물적분할은 죄가 없다,Economic
 제 의 테슬라  리비안 잇딴 악재에 부진,Economic
 절치부심  하림  연초 프리미엄 라면 재도전,Economic
DSR 강화에 신용대출 터는 직장인  기세 꺾인  영끌 빚투   가계대출 숨고르기 ,Economic
연초부터 자사주 매입 소각  상장사들의 주주 달래기,Economic
분양 비수기에 청약통장 몰린 이유  DSR 규제 피하자 ,Economic
한은 추가 금리인상  속도    통안채 금리 사상 첫      P 급등,Economic
하계동  청솔  재건축 시동 첫 관문 예비안전진단 통과,Economic
LG화학  세계최대 이차전지 양극재 공장 첫삽,Economic
 인플레 고착화 막을 것  파월 시즌   물가와의 전쟁 선포,Economic
한국 첫 가상자산 대표지수 나왔다 KOVAX   개발 완료,Economic
건설 철강 등 대기업 전방위 사정권   재계  연금사회주의 우려 ,Economic
바다 호수 강  수변 입지  아파트 인기 연초 공급 잇따라,Economic
     년 손흥민 조소현처럼 더 건강하고 팔팔해지세요 ,Economic
 단독  국민연금 대표   현대차 GS건설 등   곳 겨눴다,Economic
선 넘은 정용진의 인스타   불안한 신세계,Economic
 조기상환 언제쯤   속타는 ELS 투자자,Economic
카카오뱅크도 주가 약세 카카오그룹  쪼개기 상장  한계 드러내나,Economic
골드만삭스  D램값 뛴다 SK하이닉스 매수하라 ,Economic
빵처럼 찍어낸다   D 프린팅 건축  주거난 해법으로 주목,Economic
 작지만 속도는 빠르게    광진 강남서 속속 소규모 재건축,Economic
선진한국 최대 걸림돌  사회자본   에스토니아 규제 혁명서 배워라 ,Economic
직급 없애고 절대평가 도입  롯데온  나영호 대표의 파격,Economic
 단독   한국  오너경영으로 과감한 기술투자 고속성장 이끌었다 ,Economic
 MZ세대에 통했다   더 프리스타일 로  LG 스탠바이미 에 반격 나선 삼성,Economic
 해시레이트 가 비트코인  떡락  주범  업계  상관관계 낮다 ,Economic
송파 대장  잠실주공  단지   정비계획 안건 상정 요청,Economic
 오미크론 차단  입국자 PCR 음성확인서 기준 강화 검토,Economic
 시그널   인플레 헤지  매력   리츠 올  조 규모 상장,Economic
신진호 대표  지난  년간 쳐다보지도 않았던 가치  사라 ,Economic
인니  석탄 수출 재개 움직임 국내 발전사들  안도 ,Economic
